RawText,WikidataID,Class,PredictedClass,ConfidenceScore
Christopher R. Browning,Q59098,PERSON,,0.0
R. Browning,Q504999,PERSON,,0.0
Browning,Q233265,PERSON,,0.0
Hiwis,Q135897,PERSON_TYPE,,0.0
anti,Q191624,CONCEPTUAL,,0.0
anti-Communist,Q182121,CONCEPTUAL,,0.0
Communist,Q6186,CONCEPTUAL,,0.0
anti,Q191624,CONCEPTUAL,,0.0
anti-Semitic,Q22649,CONCEPTUAL,,0.0
Semitic,Q62928,CONCEPTUAL,,0.0
Ukraine,Q212,LOCATION,,0.0
Latvia,Q211,LOCATION,,0.0
Lithuania,Q37,LOCATION,,0.0
Hilfswillige,Q135897,PERSON_TYPE,,0.0
Hiwis,Q135897,PERSON_TYPE,,0.0
Kudryashov,Q2752750,PERSON,,0.0
Communists,Q6186,PERSON_TYPE,,0.0
SS,Q44687,INSTITUTION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Trawniki,Q153096,PERSON_TYPE,,0.0
Operation,Q3033529,EVENT,,0.0
Operation Reinhard,Q158044,EVENT,,0.0
Reinhard,Q158044,EVENT,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Christopher,Q2335344,PERSON,,0.0
Christopher Browning,Q59098,PERSON,,0.0
Browning,Q220520,PERSON,,0.0
Kudryashov,Q2752750,PERSON,,0.0
Trawniki,Q153096,PERSON_TYPE,,0.0
Trawniki,Q153096,PERSON_TYPE,,0.0
Final Solution,Q127013,CONCEPT,,0.0
Solution,Q5447188,CONCEPT,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Belzec,Q160143,INSTALLATION,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
Treblinka II,Q152010,INSTALLATION,,0.0
II,Q362,INSTALLATION,,0.0
Warsaw,Q270,LOCATION,,0.0
Lublin,Q37333,LOCATION,,0.0
Lvov,Q36036,LOCATION,,0.0
Radom,Q104740,LOCATION,,0.0
Bia,Q237224,LOCATION,,0.0
Majdanek,Q160135,INSTALLATION,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
Trawniki,Q153096,INSTALLATION,,0.0
KL,Q1865,INSTALLATION,,0.0
KL Lublin,Q160135,INSTALLATION,,0.0
Lublin,Q37333,INSTALLATION,,0.0
Lublin/Majdanek,Q160135,INSTALLATION,,0.0
Majdanek,Q160135,INSTALLATION,,0.0
Majdanek camp,Q160135,INSTALLATION,,0.0
camp,Q857784,INSTALLATION,,0.0
Poniatowa,Q986912,INSTALLATION,,0.0
Budzy,Q7818377,INSTALLATION,,0.0
Kra,Q1076808,INSTALLATION,,0.0
nik,Q4545017,INSTALLATION,,0.0
Pu,Q1102,INSTALLATION,,0.0
awy,Q7495993,INSTALLATION,,0.0
Lipowa,Q6556825,INSTALLATION,,0.0
Mi,Q15925087,LOCATION,,0.0
Parczew,Q2343396,LOCATION,,0.0
Ko,Q3531952,LOCATION,,0.0
1942,Q18625,PERIOD,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
Reinhard,Q18177338,UNKNOWN,,0.0
plan,Q1371819,UNKNOWN,,0.0
Che,Q28039175,INSTALLATION,,0.0
mno,Q1941618,INSTALLATION,,0.0
Majdanek,Q160135,INSTALLATION,,0.0
POW,Q179637,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Belzec,Q160143,INSTALLATION,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
seventh,Q986777,MEASURE,,0.0
Maly,Q1369676,INSTALLATION,,0.0
Maly Trostinets,Q316109,INSTALLATION,,0.0
Trostinets,Q606706,INSTALLATION,,0.0
Belarus,Q184,LOCATION,,0.0
Jasenovac,Q155032,INSTALLATION,,0.0
Serbs,Q127885,PERSON_TYPE,,0.0
Dachau,Q151198,INSTALLATION,,0.0
Belsen,Q7332,INSTALLATION,,0.0
Germany,Q183,LOCATION,,0.0
Nazi,Q7310,INSTITUTION,,0.0
Nazi regime,Q7318,INSTITUTION,,0.0
regime,Q5589178,INSTITUTION,,0.0
Communists,Q6186,PERSON_TYPE,,0.0
homosexuals,Q6636,PERSON_TYPE,,0.0
German,Q183,NATIONAL,,0.0
Nazi,Q7310,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
heart,Q1072,LOCATION,,0.0
heart of Europe,Q236185,LOCATION,,0.0
Europe,Q46,LOCATION,,0.0
couple,Q253897,PERIOD,,0.0
hours,Q260732,PERIOD,,0.0
ninety,Q611730,MEASURE,,0.0
percent,Q11229,MEASURE,,0.0
Rudolf,Q18028739,PERSON,,0.0
Rudolf Vrba,Q469726,PERSON,,0.0
Vrba,Q955929,PERSON,,0.0
Judenrampe,Q682540,INSTALLATION,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
August,Q122,PERIOD,,0.0
June,Q120,PERIOD,,0.0
Mauthausen,Q160139,INSTALLATION,,0.0
Mauthausen-Gusen,Q160139,INSTALLATION,,0.0
Mauthausen-Gusen concentration camp,Q160139,INSTALLATION,,0.0
Gusen,Q160139,INSTALLATION,,0.0
Gusen concentration camp,Q160139,INSTALLATION,,0.0
concentration,Q3686031,INSTALLATION,,0.0
concentration camp,Q328468,INSTALLATION,,0.0
camp,Q857784,INSTALLATION,,0.0
pre,Q1413450,LOCATION,,0.0
pre-war,Q362,LOCATION,,0.0
war,Q198,LOCATION,,0.0
Austria,Q40,LOCATION,,0.0
Nazis,Q7310,PERSON_TYPE,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
Birkenau,Q7341,INSTALLATION,,0.0
American,Q30,NATIONAL,,0.0
September,Q123,PERIOD,,0.0
Rudolf,Q18028739,PERSON,,0.0
commandant,Q2054507,PERSON,,0.0
Auschwitz,Q7341,PERSON,,0.0
bunker,Q91122,INSTALLATION,,0.0
bunker,Q91122,INSTALLATION,,0.0
Zyklon,Q245494,ARTIFACT,,0.0
Zyklon-B,Q245483,ARTIFACT,,0.0
HCN,Q26075,SUBSTANCE,,0.0
hydrogen,Q556,SUBSTANCE,,0.0
hydrogen cyanide,Q26075,SUBSTANCE,,0.0
cyanide,Q185076,SUBSTANCE,,0.0
minutes,Q2085515,PERIOD,,0.0
one-third,Q66055,MEASURE,,0.0
Johann,Q71257,PERSON,,0.0
Johann Kremer,Q67385,PERSON,,0.0
Kremer,Q1386703,PERSON,,0.0
SS,Q44687,PERSON,,0.0
doctor,Q39631,PERSON,,0.0
hours,Q260732,PERIOD,,0.0
gold,Q897,SUBSTANCE,,0.0
Sonderkommando,Q311773,ORGANISATION,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
crematoria,Q207315,INSTALLATION,,0.0
Sonderkommando,Q311773,ORGANISATION,,0.0
crematoria,Q207315,INSTALLATION,,0.0
Sonderkommando,Q311773,ORGANISATION,,0.0
SS,Q44687,INSTITUTION,,0.0
gold,Q897,SUBSTANCE,,0.0
gold,Q897,SUBSTANCE,,0.0
Sonderkommando,Q311773,ORGANISATION,,0.0
September,Q123,PERIOD,,0.0
November,Q125,PERIOD,,0.0
Himmler,Q43067,PERSON,,0.0
early,Q436016,PERIOD,,0.0
1943,Q18623,PERIOD,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
SS,Q44687,TITLE,,0.0
doctors,Q39631,TITLE,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
doctors,Q39631,TITLE,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
Rudolf,Q18028739,PERSON,,0.0
Auschwitz,Q7341,PERSON,,0.0
camp,Q1198413,PERSON,,0.0
commandant,Q2054507,PERSON,,0.0
Nuremberg,Q2090,LOCATION,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Germans,Q42884,PERSON_TYPE,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Ghetto,Q154607,EVENT,,0.0
Warsaw Ghetto uprising,Q160161,EVENT,,0.0
Ghetto,Q154607,EVENT,,0.0
Ghetto uprising,Q2628423,EVENT,,0.0
uprising,Q124734,EVENT,,0.0
Jurgen,Q2670311,PERSON,,0.0
Jurgen Stroop,Q76992,PERSON,,0.0
Stroop,Q76992,PERSON,,0.0
Heinrich,Q832336,PERSON,,0.0
Heinrich Himmler,Q43067,PERSON,,0.0
Himmler,Q43067,PERSON,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Ghetto,Q154607,EVENT,,0.0
Warsaw Ghetto uprising,Q160161,EVENT,,0.0
Ghetto,Q154607,EVENT,,0.0
Ghetto uprising,Q2628423,EVENT,,0.0
uprising,Q124734,EVENT,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
Holocaust,Q2763,EVENT,,0.0
Peter,Q33923,PERSON,,0.0
Peter Longerich,Q89874,PERSON,,0.0
Polish,Q36,NATIONAL,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Hilberg,Q1673934,PERSON,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
centuries,Q2026317,PERIOD,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
earth,Q2,LOCATION,,0.0
Destruction,Q159497,CREATION,,0.0
Destruction of the European Jews,Q6437077,CREATION,,0.0
European,Q1464982,CREATION,,0.0
European Jews,Q34069,CREATION,,0.0
Jews,Q7325,CREATION,,0.0
Raul,Q13415699,PERSON,,0.0
Raul Hilberg,Q213553,PERSON,,0.0
Hilberg,Q213553,PERSON,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
German,Q183,NATIONAL,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
European,Q1464982,NATIONAL,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
German,Q183,NATIONAL,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
Franz,Q4925932,PERSON,,0.0
Franz Stangl,Q78931,PERSON,,0.0
Stangl,Q78931,PERSON,,0.0
West,Q160381,NATIONAL,,0.0
West German,Q713750,NATIONAL,,0.0
German,Q183,NATIONAL,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Treblinka,Q152010,INSTALLATION,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
Fareynikte,Q4330403,ORGANISATION,,0.0
Fareynikte Partizaner Organizatsye,Q573869,ORGANISATION,,0.0
Vilnius,Q216,LOCATION,,0.0
Vilnius Ghetto,Q707539,LOCATION,,0.0
Ghetto,Q154607,LOCATION,,0.0
FPO,Q677859,ORGANISATION,,0.0
Warsaw,Q270,LOCATION,,0.0
Timothy,Q212647,PERSON,,0.0
Timothy Snyder,Q747312,PERSON,,0.0
Snyder,Q3182230,PERSON,,0.0
months,Q5151,PERIOD,,0.0
massive,Q1097654,EVENT,,0.0
massive deportations,Q2723587,EVENT,,0.0
deportations,Q2723587,EVENT,,0.0
July,Q121,EVENT,,0.0
September,Q123,EVENT,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
pre,Q1413450,INSTITUTION,,0.0
pre-war,Q362,INSTITUTION,,0.0
war,Q198,INSTITUTION,,0.0
Polish,Q36,INSTITUTION,,0.0
Polish government,Q1154909,INSTITUTION,,0.0
government,Q7188,INSTITUTION,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Ghetto,Q154607,EVENT,,0.0
Warsaw Ghetto Uprising,Q160161,EVENT,,0.0
Ghetto,Q154607,EVENT,,0.0
Ghetto Uprising,Q160161,EVENT,,0.0
Uprising,Q686165,EVENT,,0.0
spring,Q124714,EVENT,,0.0
1943,Q18623,EVENT,,0.0
Polish,Q809,PERSON_TYPE,,0.0
Polish Jews,Q1516823,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Yehuda,Q104028,PERSON,,0.0
Yehuda Bauer,Q695770,PERSON,,0.0
Bauer,Q554198,PERSON,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Germans,Q42884,PERSON_TYPE,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
Warsaw,Q270,LOCATION,,0.0
Warsaw Ghetto,Q154607,LOCATION,,0.0
Ghetto,Q154607,LOCATION,,0.0
1943,Q18623,PERIOD,,0.0
Hilberg,Q1673934,PERSON,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q25358,ORGANISATION,,0.0
Gilbert,Q51684,PERSON,,0.0
German,Q183,NATIONAL,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
heroism,Q162244,CONCEPT,,0.0
European,Q1464982,NATIONAL,,0.0
European Jewish,Q2918095,NATIONAL,,0.0
Jewish,Q7325,NATIONAL,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Ghetto,Q154607,EVENT,,0.0
Warsaw Ghetto Uprising,Q160161,EVENT,,0.0
Ghetto,Q154607,EVENT,,0.0
Ghetto Uprising,Q160161,EVENT,,0.0
Uprising,Q686165,EVENT,,0.0
January,Q108,EVENT,,0.0
January 1943,Q6155694,EVENT,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
SS,Q44687,INSTITUTION,,0.0
weeks,Q23387,PERIOD,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Germans,Q42884,PERSON_TYPE,,0.0
Germans,Q42884,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
German,Q183,NATIONAL,,0.0
uprising,Q124734,EVENT,,0.0
revolt,Q124734,EVENT,,0.0
Treblinka,Q152010,EVENT,,0.0
Treblinka extermination camp,Q152010,EVENT,,0.0
extermination,Q153813,EVENT,,0.0
extermination camp,Q153813,EVENT,,0.0
camp,Q1198413,EVENT,,0.0
May 1943,Q6796275,EVENT,,0.0
German,Q183,PERSON_TYPE,,0.0
weeks,Q23387,PERIOD,,0.0
uprising,Q124734,EVENT,,0.0
Bia,Q237224,EVENT,,0.0
Ghetto,Q152018,EVENT,,0.0
August,Q122,PERIOD,,0.0
Nazi,Q7310,LOCATION,,0.0
Nazi-occupied,Q2748708,LOCATION,,0.0
Nazi-occupied Poland,Q700120,LOCATION,,0.0
occupied,Q188686,LOCATION,,0.0
occupied Poland,Q700120,LOCATION,,0.0
Poland,Q36,LOCATION,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Ghetto,Q154607,EVENT,,0.0
Warsaw Ghetto Uprising,Q160161,EVENT,,0.0
Ghetto,Q154607,EVENT,,0.0
Ghetto Uprising,Q160161,EVENT,,0.0
Uprising,Q686165,EVENT,,0.0
April,Q118,EVENT,,0.0
May 1943,Q6796275,EVENT,,0.0
German,Q183,NATIONAL,,0.0
Ghetto,Q152018,LOCATION,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Molotov,Q1546254,ARTIFACT,,0.0
Molotov cocktails,Q167096,ARTIFACT,,0.0
cocktails,Q134768,ARTIFACT,,0.0
German,Q183,NATIONAL,,0.0
September,Q123,PERIOD,,0.0
uprising,Q124734,EVENT,,0.0
Vilna,Q216,EVENT,,0.0
Vilna Ghetto,Q707539,EVENT,,0.0
Ghetto,Q13382550,EVENT,,0.0
Jewish,Q7325,ORGANISATION,,0.0
Jewish resistance,Q2420127,ORGANISATION,,0.0
resistance,Q138796,ORGANISATION,,0.0
resistance group,Q2094191,ORGANISATION,,0.0
group,Q83478,ORGANISATION,,0.0
Fareynikte,Q4330403,ORGANISATION,,0.0
Fareynikte Partizaner Organizatsye,Q573869,ORGANISATION,,0.0
United,Q174769,ORGANISATION,,0.0
United Partisan Organization,Q573869,ORGANISATION,,0.0
Partisan,Q212948,ORGANISATION,,0.0
Organization,Q43229,ORGANISATION,,0.0
Nazi,Q7310,PERSON_TYPE,,0.0
World,Q16502,EVENT,,0.0
World War,Q362,EVENT,,0.0
World War II,Q362,EVENT,,0.0
War,Q362,EVENT,,0.0
II,Q362,EVENT,,0.0
German,Q183,NATIONAL,,0.0
Nazis,Q7310,PERSON_TYPE,,0.0
September,Q123,PERIOD,,0.0
September 1943,Q17006585,PERIOD,,0.0
FPO,Q677859,ORGANISATION,,0.0
partisans,Q212948,PERSON_TYPE,,0.0
October,Q124,PERIOD,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jewish,Q9268,PERSON_TYPE,,0.0
Jewish Soviet,Q2031644,PERSON_TYPE,,0.0
Soviet,Q15180,PERSON_TYPE,,0.0
Soviet prisoners,Q2715064,PERSON_TYPE,,0.0
Soviet prisoners of war,Q2715064,PERSON_TYPE,,0.0
prisoners,Q179637,PERSON_TYPE,,0.0
prisoners of war,Q179637,PERSON_TYPE,,0.0
war,Q198,PERSON_TYPE,,0.0
death,Q8454,INSTALLATION,,0.0
death camp,Q153813,INSTALLATION,,0.0
camp,Q1198413,INSTALLATION,,0.0
German,Q183,TITLE,,0.0
German SS,Q44687,TITLE,,0.0
SS,Q44687,TITLE,,0.0
SS officers,Q44687,TITLE,,0.0
officers,Q189290,TITLE,,0.0
Soviet,Q15180,PERSON_TYPE,,0.0
Soviet partisans,Q313830,PERSON_TYPE,,0.0
partisans,Q212948,PERSON_TYPE,,0.0
October,Q124,PERIOD,,0.0
Jewish,Q9268,PERSON_TYPE,,0.0
Sonderkommandos,Q311773,PERSON_TYPE,,0.0
Auschwitz,Q7341,INSTALLATION,,0.0
Crematorium,Q157570,INSTALLATION,,0.0
IV,Q640448,INSTALLATION,,0.0
German,Q183,NATIONAL,,0.0
uprising,Q124734,EVENT,,0.0
Sonderkommandos,Q311773,ORGANISATION,,0.0
Jewish,Q678551,NATIONAL,,0.0
Jewish Soviet,Q2031644,NATIONAL,,0.0
Soviet,Q15180,NATIONAL,,0.0
Soviet POW,Q2715064,NATIONAL,,0.0
POW,Q179637,NATIONAL,,0.0
German,Q183,INSTITUTION,,0.0
German Army,Q701923,INSTITUTION,,0.0
Army,Q9212,INSTITUTION,,0.0
August,Q122,PERIOD,,0.0
August 1941,Q2858032,PERIOD,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Soviet,Q15180,ORGANISATION,,0.0
Soviet Army,Q43456,ORGANISATION,,0.0
Army,Q9212,ORGANISATION,,0.0
World,Q16502,EVENT,,0.0
World War,Q362,EVENT,,0.0
World War II,Q362,EVENT,,0.0
War,Q362,EVENT,,0.0
II,Q362,EVENT,,0.0
Jewish,Q9268,PERSON_TYPE,,0.0
Jewish partisan,Q3076908,PERSON_TYPE,,0.0
partisan,Q212948,PERSON_TYPE,,0.0
partisan,Q212948,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Soviet,Q15180,ORGANISATION,,0.0
Soviet partisan,Q313830,ORGANISATION,,0.0
Soviet partisan movement,Q313830,ORGANISATION,,0.0
partisan,Q212948,ORGANISATION,,0.0
partisan movement,Q313830,ORGANISATION,,0.0
movement,Q49773,ORGANISATION,,0.0
Nazis,Q7310,PERSON_TYPE,,0.0
Eastern,Q27468,LOCATION,,0.0
Eastern Europe,Q27468,LOCATION,,0.0
Europe,Q46,LOCATION,,0.0
Nazis,Q7310,PERSON_TYPE,,0.0
Lithuania,Q37,LOCATION,,0.0
German,Q183,NATIONAL,,0.0
million,Q38526,MEASURE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Allied,Q329888,INSTITUTION,,0.0
Red,Q3142,INSTITUTION,,0.0
Red Army,Q251395,INSTITUTION,,0.0
Army,Q9212,INSTITUTION,,0.0
U.S,Q30,INSTITUTION,,0.0
U.S. Army,Q9212,INSTITUTION,,0.0
Army,Q9212,INSTITUTION,,0.0
Polish,Q36,INSTITUTION,,0.0
Polish army,Q282696,INSTITUTION,,0.0
army,Q37726,INSTITUTION,,0.0
British,Q145,INSTITUTION,,0.0
British army,Q222595,INSTITUTION,,0.0
army,Q37726,INSTITUTION,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Red,Q3142,INSTITUTION,,0.0
Red Army,Q251395,INSTITUTION,,0.0
Army,Q9212,INSTITUTION,,0.0
Jewish,Q678551,ORGANISATION,,0.0
Jewish Brigade,Q700800,ORGANISATION,,0.0
Brigade,Q1939893,ORGANISATION,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
British,Q145,LOCATION,,0.0
British Mandate,Q193714,LOCATION,,0.0
British Mandate of Palestine,Q193714,LOCATION,,0.0
Mandate,Q193714,LOCATION,,0.0
Mandate of Palestine,Q193714,LOCATION,,0.0
Palestine,Q193714,LOCATION,,0.0
British,Q145,INSTITUTION,,0.0
British Army,Q222595,INSTITUTION,,0.0
Army,Q222595,INSTITUTION,,0.0
German,Q183,CONCEPT,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Special,Q907899,ORGANISATION,,0.0
Special Interrogation Group,Q1077099,ORGANISATION,,0.0
Interrogation,Q327018,ORGANISATION,,0.0
Group,Q3834913,ORGANISATION,,0.0
Nazis,Q7310,PERSON_TYPE,,0.0
Western,Q21590660,EVENT,,0.0
Western Desert,Q625798,EVENT,,0.0
Western Desert Campaign,Q625798,EVENT,,0.0
Desert,Q8514,EVENT,,0.0
Desert Campaign,Q625798,EVENT,,0.0
Campaign,Q5027734,EVENT,,0.0
occupied,Q188686,LOCATION,,0.0
occupied Poland,Q700120,LOCATION,,0.0
Poland,Q36,LOCATION,,0.0
Soviet,Q15180,LOCATION,,0.0
territories,Q917215,LOCATION,,0.0
thousands,Q43016,MEASURE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
partisans,Q212948,PERSON_TYPE,,0.0
partisan,Q212948,PERSON_TYPE,,0.0
Lithuania,Q37,LOCATION,,0.0
Lithuania and Belarus,Q2623774,LOCATION,,0.0
Belarus,Q184,LOCATION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
partisan,Q212948,PERSON_TYPE,,0.0
Jewish,Q9268,PERSON_TYPE,,0.0
Jewish partisan,Q3076908,PERSON_TYPE,,0.0
partisan,Q212948,PERSON_TYPE,,0.0
thousands,Q43016,MEASURE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Budapest,Q1781,LOCATION,,0.0
Amsterdam,Q727,LOCATION,,0.0
Netherlands,Q55,LOCATION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Dutch,Q200569,ORGANISATION,,0.0
Dutch Resistance,Q2474417,ORGANISATION,,0.0
Resistance,Q2094191,ORGANISATION,,0.0
Timothy,Q212647,PERSON,,0.0
Timothy Snyder,Q747312,PERSON,,0.0
Snyder,Q3182230,PERSON,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Uprising,Q1402078,EVENT,,0.0
Uprising,Q686165,EVENT,,0.0
ghetto,Q152018,EVENT,,0.0
ghetto uprising,Q2521878,EVENT,,0.0
uprising,Q124734,EVENT,,0.0
1943,Q18623,EVENT,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Home Army,Q152529,ORGANISATION,,0.0
Army,Q37726,ORGANISATION,,0.0
People,Q33659,ORGANISATION,,0.0
People's Army,Q632757,ORGANISATION,,0.0
Army,Q9212,ORGANISATION,,0.0
antisemitic,Q22649,ORGANISATION,,0.0
National,Q204716,ORGANISATION,,0.0
National Armed Forces,Q569284,ORGANISATION,,0.0
Armed,Q4792951,ORGANISATION,,0.0
Armed Forces,Q8473,ORGANISATION,,0.0
Forces,Q275482,ORGANISATION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Poles,Q1026,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Home Army,Q152529,ORGANISATION,,0.0
Army,Q37726,ORGANISATION,,0.0
People,Q33659,ORGANISATION,,0.0
People's Army,Q632757,ORGANISATION,,0.0
Army,Q37726,ORGANISATION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Uprising,Q1402078,EVENT,,0.0
Uprising,Q686165,EVENT,,0.0
August,Q1754441,EVENT,,0.0
August 1944,Q696835,EVENT,,0.0
Warsaw,Q270,EVENT,,0.0
Warsaw Ghetto,Q154607,EVENT,,0.0
Warsaw Ghetto Uprising,Q160161,EVENT,,0.0
Ghetto,Q154607,EVENT,,0.0
Ghetto Uprising,Q160161,EVENT,,0.0
Uprising,Q686165,EVENT,,0.0
April,Q118,EVENT,,0.0
April 1943,Q4781868,EVENT,,0.0
partisans,Q212948,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
French,Q142,PERSON_TYPE,,0.0
French Jews,Q702758,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
French,Q121842,ORGANISATION,,0.0
French Resistance,Q157146,ORGANISATION,,0.0
Resistance,Q2094191,ORGANISATION,,0.0
Nazis,Q7310,PERSON_TYPE,,0.0
Vichy,Q93351,PERSON_TYPE,,0.0
Vichy French,Q69808,PERSON_TYPE,,0.0
French,Q121842,PERSON_TYPE,,0.0
Allies,Q329888,INSTITUTION,,0.0
France,Q142,LOCATION,,0.0
Allied,Q329888,INSTITUTION,,0.0
Free,Q45650,INSTITUTION,,0.0
Free French,Q152582,INSTITUTION,,0.0
Free French forces,Q152582,INSTITUTION,,0.0
French,Q121842,INSTITUTION,,0.0
French forces,Q152582,INSTITUTION,,0.0
forces,Q8473,INSTITUTION,,0.0
French,Q142,NATIONAL,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
percent,Q11229,MEASURE,,0.0
French,Q142,NATIONAL,,0.0
percent,Q11229,MEASURE,,0.0
French,Q121842,ORGANISATION,,0.0
French Resistance,Q157146,ORGANISATION,,0.0
Resistance,Q2094191,ORGANISATION,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
EEIF,Q2904673,ORGANISATION,,0.0
Vichy,Q93351,INSTITUTION,,0.0
Vichy regime,Q69808,INSTITUTION,,0.0
regime,Q5589178,INSTITUTION,,0.0
1943,Q18623,PERIOD,,0.0
Zionist,Q42388,PERSON_TYPE,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Armee Juive,Q637155,ORGANISATION,,0.0
Juive,Q7325,ORGANISATION,,0.0
Jewish,Q9268,ORGANISATION,,0.0
Army,Q9212,ORGANISATION,,0.0
Zionist,Q42388,CONCEPTUAL,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
1944,Q5268,PERIOD,,0.0
liberation,Q2979,EVENT,,0.0
liberation of Paris,Q696835,EVENT,,0.0
Paris,Q90,EVENT,,0.0
Lyon,Q456,EVENT,,0.0
Toulouse,Q7880,EVENT,,0.0
Grenoble,Q1289,EVENT,,0.0
Nice,Q33959,EVENT,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Jewish,Q7325,PERSON_TYPE,,0.0
Resistance,Q157146,ORGANISATION,,0.0
Pieter,Q2358263,PERSON,,0.0
SS,Q44687,INSTITUTION,,0.0
Jews,Q7325,PERSON_TYPE,,0.0
Warsaw,Q270,LOCATION,,0.0
