WikidataID,Class
Q176371,SPORT_TEAM
Q17638133,BUSINESS
Q1763910,EVENT
Q1764511,ORGANISATION
Q176513,CREATION
Q176542,MEDIA
Q1766,PERSON
Q1766515,CREATION
Q1767,PERSON
Q176765,MEDIA
Q1767767,ORGANISATION
Q1768,PERSON
Q1768102,ORGANISATION
Q176815,ORGANISATION
Q176834,AWARD
Q176876,MEDIA
Q1769,PERSON
Q176905,MEDIA
Q1769526,TITLE
Q1770,LOCATION
Q177035,ARTIFACT
Q1771,PERSON
Q177158,ORGANISATION
Q1771621,PERIOD
Q177187,CREATION
Q177198,ORGANISATION
Q1773,LOCATION
Q1774,LOCATION
Q1774629,LOCATION
Q1775,PERSON
Q177529,TITLE
Q177530,AWARD
Q1776,PERSON
Q1776220,TITLE
Q177645,TITLE
Q1776475,PERSON
Q1777,PERSON
Q1777004,ORGANISATION
Q177705,AWARD
Q1778354,ORGANISATION
Q1779,PERSON
Q1779011,ORGANISATION
Q1779054,LOCATION
Q177918,EVENT
Q1779935,ORGANISATION
Q1780,LOCATION
Q1781,LOCATION
Q1781179,CREATION
Q1782,PERSON
Q178259,CREATION
Q1782651,MEASURE
Q178295,MEDIA
Q178361,ARTIFACT
Q1784,PERSON
Q1785,PERSON
Q1785229,LOCATION
Q178562,ORGANISATION
Q178598,CONCEPT
Q1786,PERSON
Q178601,MEDIA
Q178630,PERSON_TYPE
Q178643,INSTALLATION
Q1787,PERSON
Q1787559,LOCATION
Q1788,PERSON
Q1788018,SPORT_TEAM
Q178837,MEDIA
Q1788906,MEDIA
Q1788970,TITLE
Q1789,PERSON
Q179,BUSINESS
Q1790,PERSON
Q1790154,TITLE
Q1790733,ANIMAL
Q179075,SPORT_TEAM
Q1790750,MEDIA
Q1791,PERSON
Q179121,CONCEPT
Q1791927,ARTIFACT
Q1792,LOCATION
Q179206,LOCATION
Q179224,LOCATION
Q179248,PERSON_TYPE
Q179256,PERSON
Q179261,TITLE
Q1793,PERSON
Q1794,LOCATION
Q1794757,ORGANISATION
Q1795,LOCATION
Q17957,BUSINESS
Q179599,PERSON
Q1796269,CREATION
Q179636,MEDIA
Q1796681,CONCEPT
Q179674,PERSON_TYPE
Q1797,PERSON
Q179715,CREATION
Q179733,PERSON_TYPE
Q1797813,ANIMAL
Q1798,PERSON
Q179806,MEDIA
Q179815,LOCATION
Q179840,INSTALLATION
Q17985482,CREATION
Q17987561,MEASURE
Q17987564,MEASURE
Q17987729,MEASURE
Q1799229,PERSON
Q179933,ORGANISATION
Q179979,MEDIA
Q18,LOCATION
Q1800,LOCATION
Q180057,LOCATION
Q180061,MEDIA
Q18006440,ORGANISATION
Q180095,TITLE
Q1801,SUBSTANCE
Q180115,PERIOD
Q1801811,BUSINESS
Q180187,SPORT_TEAM
Q18019711,ARTIFACT
Q18019758,ARTIFACT
Q1802,PERSON
Q180230,ARTIFACT
Q1802634,TITLE
Q1803,PERSON
Q18030473,MEASURE
Q180305,SPORT_TEAM
Q180340,AWARD
Q1804,PERSON
Q180420,SPORT_TEAM
Q1805,PERSON
Q180565,MEDIA
Q180589,PERSON
Q1806,LOCATION
Q180648,ORGANISATION
Q1807,LOCATION
Q180775,LOCATION
Q1808,LOCATION
Q180816,CONCEPT
Q180857,SPORT_TEAM
Q1808867,ORGANISATION
Q1809,SUBSTANCE
Q18094,LOCATION
Q1809766,INSTALLATION
Q181,PERSON
Q1810,LOCATION
Q181011,MEASURE
Q1810224,ORGANISATION
Q181038,CREATION
Q181103,LOCATION
Q181133,CONCEPT
Q18113594,ARTIFACT
Q18113678,ARTIFACT
Q181138,CONCEPT
Q1811577,CREATION
Q18117115,ARTIFACT
Q18117150,ARTIFACT
Q1811722,PERSON
Q181197,ORGANISATION
Q1812,PERSON
Q181244,CREATION
Q1812592,CONCEPT
Q18126535,ORGANISATION
Q1812677,ORGANISATION
Q181279,CREATION
Q181295,TITLE
Q1813,LOCATION
Q1813083,TITLE
Q1813267,ARTIFACT
Q181327,MEDIA
Q181358,PERSON
Q1813600,CONCEPT
Q1814,LOCATION
Q1814772,ORGANISATION
Q18149049,EVENT
Q1815,LOCATION
Q1815623,PERSON
Q1816,LOCATION
Q181634,PERSON_TYPE
Q1816490,CONCEPT
Q1816848,CREATION
Q18169991,PERSON
Q1817,PERSON
Q181733,ORGANISATION
Q181752,PERSON_TYPE
Q181765,TITLE
Q181800,CONCEPT
Q181888,PERSON
Q1819,SUBSTANCE
Q181903,SPORT_TEAM
Q1819581,MEDIA
Q18197265,INSTITUTION
Q1820,LOCATION
Q182000,ORGANISATION
Q18202981,CONCEPT
Q18204367,TITLE
Q18204672,MEASURE
Q1820842,MEDIA
Q1821,LOCATION
Q182121,CONCEPT
Q18215856,CONCEPT
Q1822,LOCATION
Q18224,BUSINESS
Q182242,PERIOD
Q1823,LOCATION
Q182333,MEASURE
Q182375,AWARD
Q182379,ORGANISATION
Q1824,LOCATION
Q1824063,PERIOD
Q1824252,LOCATION
Q1825,LOCATION
Q182500,ORGANISATION
Q1825144,ORGANISATION
Q182537,CREATION
Q182566,AWARD
Q1826,LOCATION
Q1826206,INSTALLATION
Q182660,LOCATION
Q1826630,ORGANISATION
Q1826694,TITLE
Q182728,AWARD
Q182762,TITLE
Q182787,MEDIA
Q182788,PERSON
Q182798,EVENT
Q1828,LOCATION
Q182822,LOCATION
Q18286522,LOCATION
Q182876,SPORT_TEAM
Q1829,LOCATION
Q182923,LOCATION
Q182960,MEDIA
Q182994,EVENT
Q183,LOCATION
Q1830,PERSON
Q1830753,ORGANISATION
Q1831,LOCATION
Q183133,ORGANISATION
Q1832,SUBSTANCE
Q183234,ORGANISATION
Q183275,BUSINESS
Q183288,ORGANISATION
Q1833,LOCATION
Q183318,TITLE
Q183399,MEDIA
Q18343889,PERSON
Q1835,PERSON
Q18352548,BUSINESS
Q1837,LOCATION
Q18373,MEASURE
Q1837969,CONCEPT
Q1838,SUBSTANCE
Q1839,PERSON
Q18391,PERSON
Q1839115,ORGANISATION
Q18394908,ARTIFACT
Q184,LOCATION
Q1840,LOCATION
Q1840570,TITLE
Q184090,LOCATION
Q184163,LOCATION
Q184174,MEDIA
Q184183,EVENT
Q1842,LOCATION
Q1842249,ARTIFACT
Q184259,CREATION
Q184266,SPORT_TEAM
Q184299,TITLE
Q1843,SUBSTANCE
Q18430,PERSON
Q184349,AWARD
Q18435303,ARTIFACT
Q1844,LOCATION
Q184402,TITLE
Q1845,CREATION
Q184507,ARTIFACT
Q184534,INSTALLATION
Q184585,ORGANISATION
Q1846,SUBSTANCE
Q1846384,TITLE
Q18463915,TITLE
Q184720,MEDIA
Q184725,ORGANISATION
Q1847289,ORGANISATION
Q1848,LOCATION
Q1848329,ORGANISATION
Q184870,ARTIFACT
Q1849,SUBSTANCE
Q184920,CREATION
Q1849529,ORGANISATION
Q184997,ORGANISATION
Q185,PERSON
Q1850,LOCATION
Q185000,ARTIFACT
Q185014,MEDIA
Q185019,MEDIA
Q185026,MEDIA
Q1850312,TITLE
Q1850660,PERSON
Q185088,ORGANISATION
Q1851,LOCATION
Q1851080,PERIOD
Q185160,CREATION
Q185163,SPORT_TEAM
Q1851957,LOCATION
Q18520207,ARTIFACT
Q18520212,ARTIFACT
Q18520218,ARTIFACT
Q18520230,ARTIFACT
Q18520311,ARTIFACT
Q18520325,ARTIFACT
Q18520633,ARTIFACT
Q18520645,ARTIFACT
Q18520652,ARTIFACT
Q18520666,ARTIFACT
Q18520692,ARTIFACT
Q1852084,CONCEPT
Q1852556,BUSINESS
Q185275,ORGANISATION
Q185278,BUSINESS
Q18529,SPORT_TEAM
Q1853,SUBSTANCE
Q185350,SPORT_TEAM
Q1854,LOCATION
Q1855,SUBSTANCE
Q185578,AWARD
Q1856,LOCATION
Q18562213,CREATION
Q1857,SUBSTANCE
Q185757,ARTIFACT
Q1858,LOCATION
Q185818,MEDIA
Q185893,MEDIA
Q18591,PERIOD
Q185922,MEDIA
Q1859441,ORGANISATION
Q18597,PERIOD
Q185982,EVENT
Q185998,MEDIA
Q186,PERSON
Q1860,CONCEPT
Q186038,MEDIA
Q186065,MEDIA
Q1861,LOCATION
Q18610,PERIOD
Q1862,LOCATION
Q186206,PERIOD
Q18623,PERIOD
Q18625,PERIOD
Q18629,MEDIA
Q1863,LOCATION
Q18633,PERIOD
Q18639,PERIOD
Q1863922,PERSON
Q186394,BUSINESS
Q186422,PERSON
Q1864239,ORGANISATION
Q18645,PERIOD
Q18647,PERIOD
Q18648965,INSTALLATION
Q18649,PERIOD
Q1865,LOCATION
Q1865323,ORGANISATION
Q18656,BUSINESS
Q18658,PERIOD
Q18659568,INSTALLATION
Q18659850,BUSINESS
Q1866,LOCATION
Q18661,SPORT_TEAM
Q186613,MEDIA
Q186616,MEDIA
Q186618,MEDIA
Q186622,MEDIA
Q186624,MEDIA
Q186625,MEDIA
Q186627,MEDIA
Q186633,MEDIA
Q186635,MEDIA
Q186636,MEDIA
Q186639,MEDIA
Q186641,MEDIA
Q186643,MEDIA
Q186645,MEDIA
Q186646,MEDIA
Q186648,MEDIA
Q186650,MEDIA
Q186654,MEDIA
Q186655,MEDIA
Q186656,MEDIA
Q186658,MEDIA
Q186659,MEDIA
Q186660,MEDIA
Q186665,MEDIA
Q186667,MEDIA
Q186671,MEDIA
Q186673,MEDIA
Q186675,MEDIA
Q186678,MEDIA
Q186679,MEDIA
Q186681,MEDIA
Q186682,MEDIA
Q186683,MEDIA
Q186684,MEDIA
Q186686,MEDIA
Q186687,MEDIA
Q186690,SPORT_TEAM
Q186695,MEDIA
Q186696,MEDIA
Q18669832,CREATION
Q1867,LOCATION
Q186704,MEDIA
Q186705,MEDIA
Q186706,MEDIA
Q186708,MEDIA
Q186711,MEDIA
Q186712,MEDIA
Q186714,MEDIA
Q186725,MEDIA
Q186792,MEDIA
Q1868,PERSON
Q186931,PERSON
Q186943,MEDIA
Q1869471,BUSINESS
Q18697203,ORGANISATION
Q186988,MEDIA
Q186991,CREATION
Q186997,MEDIA
Q187,CREATION
Q187000,MEDIA
Q187001,MEDIA
Q1870014,LOCATION
Q187006,MEDIA
Q187007,MEDIA
Q187011,MEDIA
Q187012,MEDIA
Q187015,MEDIA
Q187017,MEDIA
Q18707165,ORGANISATION
Q187075,MEDIA
Q18708,SPORT_TEAM
Q187093,ARTIFACT
Q187101,ORGANISATION
Q18711,SPORT_TEAM
Q18711698,ORGANISATION
Q18714,PERIOD
Q1871567,PERIOD
Q1871972,ORGANISATION
Q187198,PERSON
Q1872,SUBSTANCE
Q18725,CREATION
Q187257,AWARD
Q18726,PERIOD
Q1872696,ORGANISATION
Q18729,SPORT_TEAM
Q1873,LOCATION
Q18732,SPORT_TEAM
Q187326,SPORT_TEAM
Q18736,SPORT_TEAM
Q18739,SPORT_TEAM
Q1874,LOCATION
Q187409,MEDIA
Q18741,SPORT_TEAM
Q187425,ARTIFACT
Q18747,SPORT_TEAM
Q1875,LOCATION
Q187528,SPORT_TEAM
Q1876,SUBSTANCE
Q1876094,ORGANISATION
Q187745,CREATION
Q1877629,ARTIFACT
Q187781,ARTIFACT
Q1877862,ORGANISATION
Q1878,PERSON
Q18782,PERIOD
Q1878844,CONCEPT
Q1879,PERSON
Q187932,CREATION
Q187955,ORGANISATION
Q1879675,MEASURE
Q188,CONCEPT
Q188043,ORGANISATION
Q188099,ORGANISATION
Q1881,LOCATION
Q188101,ORGANISATION
Q1881071,ORGANISATION
Q18811,TITLE
Q18816679,ORGANISATION
Q18817799,PERSON_TYPE
Q1881812,ORGANISATION
Q1882,SUBSTANCE
Q18824,MEASURE
Q1883,PERSON
Q188304,LOCATION
Q188313,LOCATION
Q188353,PERSON_TYPE
Q188393,TITLE
Q188397,AWARD
Q188413,MEDIA
Q188454,BUSINESS
Q188515,MEDIA
Q1885242,PERIOD
Q188590,ORGANISATION
Q1886,SPORT_TEAM
Q1886232,ORGANISATION
Q188652,CREATION
Q188653,PERSON
Q188656,SPORT_TEAM
Q188667,PERSON
Q188670,CONCEPT
Q18869,LOCATION
Q188693,LOCATION
Q188712,LOCATION
Q188736,LOCATION
Q188760,PERSON
Q188766,CREATION
Q188770,CREATION
Q188779,PERSON_TYPE
Q18878,MEDIA
Q1888,SUBSTANCE
Q188810,LOCATION
Q188836,PERSON_TYPE
Q1888700,ORGANISATION
Q18890007,PERIOD
Q188925,EVENT
Q188958,CONCEPT
Q188993,CONCEPT
Q189,LOCATION
Q1890,LOCATION
Q189002,CREATION
Q189007,CREATION
Q1890981,CONCEPT
Q1891,LOCATION
Q1891572,PERIOD
Q1891793,PERSON_TYPE
Q1891808,ORGANISATION
Q189198,SPORT_TEAM
Q1892,SUBSTANCE
Q1892752,BUSINESS
Q189280,CONCEPT
Q1893,SPORT_TEAM
Q1893430,ORGANISATION
Q189369,CREATION
Q1894,PERSON
Q189430,TITLE
Q1894673,PERSON_TYPE
Q1894783,ORGANISATION
Q1895,LOCATION
Q189541,LOCATION
Q189542,PERSON
Q189571,EVENT
Q1896,SUBSTANCE
Q189606,BUSINESS
Q189634,ORGANISATION
Q189692,LOCATION
Q1897,LOCATION
Q189723,SPORT_TEAM
Q18973,PERSON_TYPE
Q189746,CONCEPT
Q1898,SUBSTANCE
Q1898124,CONCEPT
Q18985034,TITLE
Q189851,TITLE
Q1898583,INSTITUTION
Q189877,AWARD
Q1898994,ORGANISATION
Q1899,LOCATION
Q18990,CREATION
Q189946,ORGANISATION
Q189947,PERSON
Q18996,TITLE
Q189960,LOCATION
Q189966,ORGANISATION
Q190,CONCEPT
Q1900,SPORT_TEAM
Q1900015,ORGANISATION
Q1900180,PERSON
Q190019,ORGANISATION
Q190028,ORGANISATION
Q1901,SUBSTANCE
Q190193,ORGANISATION
Q1902,BUSINESS
Q19020,AWARD
Q19023,CREATION
Q190238,MEDIA
Q1902449,MEDIA
Q190264,MEDIA
Q190275,ORGANISATION
Q1902867,INSTALLATION
Q1903,LOCATION
Q190301,ORGANISATION
Q190323,PERSON
Q1903474,ORGANISATION
Q190365,ORGANISATION
Q190394,PERSON_TYPE
Q1904,LOCATION
Q190401,TITLE
Q19042,ORGANISATION
Q190437,CREATION
Q190464,BUSINESS
Q190465,ORGANISATION
Q1905,SUBSTANCE
Q190534,MEDIA
Q19056184,TITLE
Q19056310,TITLE
Q19057827,TITLE
Q1906,LOCATION
Q190608,PERSON
Q190618,SPORT_TEAM
Q190650,ORGANISATION
Q190654,ORGANISATION
Q190656,CONCEPT
Q1907,PERSON
Q190712,EVENT
Q190752,INSTITUTION
Q19077,ORGANISATION
Q19079,ORGANISATION
Q1908,PERSON
Q190807,ORGANISATION
Q19083,LOCATION
Q190830,ORGANISATION
Q190835,ORGANISATION
Q1909,PERSON
Q190924,PERSON
Q19095,PERSON
Q19095564,CREATION
Q19095573,CREATION
Q190960,CREATION
Q190978,SPORT_TEAM
Q190982,MEDIA
Q190992,PERSON_TYPE
Q191,LOCATION
Q1910,PERSON
Q191009,ORGANISATION
Q191057,CONCEPT
Q19108,MEASURE
Q19108193,TITLE
Q19109,PERSON_TYPE
Q1911,PERSON
Q191172,ORGANISATION
Q191177,ORGANISATION
Q191182,ORGANISATION
Q1912,PERSON
Q1912160,ORGANISATION
Q191224,BUSINESS
Q191228,ORGANISATION
Q191263,ORGANISATION
Q191284,ORGANISATION
Q1913,PERSON
Q1914,LOCATION
Q191402,ORGANISATION
Q191442,CONCEPT
Q191458,ORGANISATION
Q191472,MEDIA
Q1915,PERSON
Q191515,CONCEPT
Q191565,ORGANISATION
Q191582,ORGANISATION
Q191595,ORGANISATION
Q1916,PERSON
Q19161825,TITLE
Q191703,ORGANISATION
Q191713,ORGANISATION
Q191715,BUSINESS
Q191764,ORGANISATION
Q1917857,ORGANISATION
Q191799,PERSON
Q191827,TITLE
Q1918289,MEASURE
Q191843,SPORT_TEAM
Q19186,LOCATION
Q191874,AWARD
Q1918837,LOCATION
Q1919,PERSON
Q191923,PERSON_TYPE
Q19196,CREATION
Q192,PERSON
Q1920,PERSON
Q19202703,ARTIFACT
Q19203754,ARTIFACT
Q19204438,ARTIFACT
Q19204486,ARTIFACT
Q19204563,ARTIFACT
Q19204641,ARTIFACT
Q19205602,ARTIFACT
Q19205770,ARTIFACT
Q19205982,ARTIFACT
Q19206002,ARTIFACT
Q192071,SPORT_TEAM
Q1921,PERSON
Q192139,CONCEPT
Q1921434,CONCEPT
Q192177,ORGANISATION
Q1922275,LOCATION
Q1922340,CONCEPT
Q192240,LOCATION
Q192247,ORGANISATION
Q192253,SPORT_TEAM
Q192278,PERSON
Q192314,BUSINESS
Q1923573,ORGANISATION
Q1924,PERSON
Q192424,CONCEPT
Q1925,PERSON
Q192517,LOCATION
Q1925214,ORGANISATION
Q192533,PERSON
Q1926,PERSON
Q192621,MEDIA
Q192632,MEDIA
Q1926953,PERSON
Q1927,PERSON
Q192711,TITLE
Q19279121,ARTIFACT
Q1928,PERSON
Q1928051,LOCATION
Q1929636,ORGANISATION
Q193,LOCATION
Q1930,LOCATION
Q19305078,ORGANISATION
Q193075,ARTIFACT
Q1931339,PERSON
Q19317,EVENT
Q193272,ORGANISATION
Q193326,BUSINESS
Q193364,TITLE
Q193377,SPORT_TEAM
Q193379,TITLE
Q1934,PERSON
Q193400,ANIMAL
Q193417,CREATION
Q193428,LOCATION
Q193459,PERSON
Q1934738,PERSON
Q193476,CONCEPT
Q193481,SPORT_TEAM
Q1935485,CREATION
Q1935564,ARTIFACT
Q19358507,CREATION
Q1936034,SPORT_TEAM
Q19362922,TITLE
Q19363506,INSTALLATION
Q1937,PERSON
Q193714,LOCATION
Q193776,PERSON_TYPE
Q193796,MEASURE
Q1938,PERSON
Q193808,LOCATION
Q193850,PERSON_TYPE
Q193852,CONCEPT
Q1939,PERSON
Q19392852,ORGANISATION
Q1939663,LOCATION
Q19398,PERSON
Q194,LOCATION
Q194019,ORGANISATION
Q1940250,ORGANISATION
Q194139,ORGANISATION
Q1942003,PERSON
Q194236,CONCEPT
Q194242,LOCATION
Q194258,AWARD
Q194281,LOCATION
Q194284,ORGANISATION
Q1943,PERSON
Q1943105,ORGANISATION
Q194327,ORGANISATION
Q194387,SPORT_TEAM
Q194419,PERSON
Q19442,SPORT_TEAM
Q19446,SPORT_TEAM
Q19449,SPORT_TEAM
Q1945,PERSON
Q19451,SPORT_TEAM
Q194564,AWARD
Q194565,MEDIA
Q19458,SPORT_TEAM
Q1946,LOCATION
Q19462,SPORT_TEAM
Q19467,SPORT_TEAM
Q1947,LOCATION
Q194705,PERSON
Q194744,AWARD
Q19476,BUSINESS
Q1948,LOCATION
Q19482,SPORT_TEAM
Q194839,MEDIA
Q194885,ORGANISATION
Q194887,INSTALLATION
Q1949,LOCATION
Q1949069,LOCATION
Q1949767,ORGANISATION
Q19498,SPORT_TEAM
Q1950,PERSON
Q19509,SPORT_TEAM
Q1951,LOCATION
Q19513,SPORT_TEAM
Q19516,SPORT_TEAM
Q1952,LOCATION
Q19523,SPORT_TEAM
Q1952475,TITLE
Q1953,LOCATION
Q195335,MEDIA
Q1953480,INSTALLATION
Q1953937,ORGANISATION
Q19546,TITLE
Q195460,ORGANISATION
Q195476,ORGANISATION
Q195552,AWARD
Q1956,PERSON
Q1956576,ORGANISATION
Q19568,SPORT_TEAM
Q1957,LOCATION
Q19571,SPORT_TEAM
Q19571984,BUSINESS
Q1957236,ORGANISATION
Q19573,SPORT_TEAM
Q1957382,ORGANISATION
Q1957486,ARTIFACT
Q1958,PERSON
Q195841,ORGANISATION
Q19585,SPORT_TEAM
Q19587,SPORT_TEAM
Q19592,SPORT_TEAM
Q19593,SPORT_TEAM
Q1959451,ORGANISATION
Q195965,TITLE
Q19597,SPORT_TEAM
Q195981,AWARD
Q1960,LOCATION
Q19601136,CONCEPT
Q19602607,ORGANISATION
Q19604,SPORT_TEAM
Q19605853,ORGANISATION
Q1960971,ORGANISATION
Q1961,LOCATION
Q19611892,BUSINESS
Q19615,SPORT_TEAM
Q19616,BUSINESS
Q19618,EVENT
Q1962,PERSON
Q1962118,PERIOD
Q196256,ORGANISATION
Q19628,SPORT_TEAM
Q1962906,ORGANISATION
Q1963,LOCATION
Q1963005,PERSON
Q196341,CONCEPT
Q19637,SPORT_TEAM
Q1964,LOCATION
Q19641,TITLE
Q19644,SPORT_TEAM
Q1964454,PERSON
Q19647220,TITLE
Q19648,SPORT_TEAM
Q1965,LOCATION
Q1965516,ORGANISATION
Q19660049,BUSINESS
Q196627,PERIOD
Q1966413,LOCATION
Q19666,MEDIA
Q1967,LOCATION
Q196728,AWARD
Q19673,PERSON
Q196738,ORGANISATION
Q196739,ORGANISATION
Q1967583,PERIOD
Q1967903,ORGANISATION
Q1968,EVENT
Q19683,ORGANISATION
Q1968307,ORGANISATION
Q1968642,PERIOD
Q19689,LOCATION
Q1969,LOCATION
Q197050,LOCATION
Q1971,CREATION
Q19714626,ORGANISATION
Q1972,LOCATION
Q19720717,CREATION
Q19721,LOCATION
Q197240,MEDIA
Q1974,LOCATION
Q1974176,ORGANISATION
Q1974977,PERIOD
Q1974987,MEDIA
Q1975,LOCATION
Q1975365,TITLE
Q19756544,EVENT
Q19758689,BUSINESS
Q1976,LOCATION
Q197622,ORGANISATION
Q197633,PERSON
Q1976364,INSTALLATION
Q1977,LOCATION
Q19771,ORGANISATION
Q1977283,BUSINESS
Q197740,MEDIA
Q197800,ARTIFACT
Q1979,LOCATION
Q1980,INSTALLATION
Q198032,SPORT_TEAM
Q19805029,ANIMAL
Q19809,PERIOD
Q1981754,PERSON
Q19819831,CREATION
Q19819833,CREATION
Q19819838,CREATION
Q19819843,CREATION
Q1982,LOCATION
Q1982411,ARTIFACT
Q1982491,SPORT_TEAM
Q1982614,ORGANISATION
Q1983,LOCATION
Q198322,MEDIA
Q1984,PERSON
Q19840401,PERSON_TYPE
Q19842743,TITLE
Q1984596,PERSON_TYPE
Q1984805,CREATION
Q1985,PERIOD
Q198533,AWARD
Q19853970,BUSINESS
Q19855,CREATION
Q19858,CREATION
Q1986,PERIOD
Q19862,CREATION
Q198625,MEDIA
Q198626,ORGANISATION
Q19864,BUSINESS
Q19866,CREATION
Q1987,PERIOD
Q198708,MEDIA
Q19873325,ORGANISATION
Q19874631,BUSINESS
Q19879221,ORGANISATION
Q1987957,ORGANISATION
Q1988,PERIOD
Q1988779,INSTALLATION
Q1988858,ARTIFACT
Q1989,LOCATION
Q1989705,CONCEPT
Q19898625,ORGANISATION
Q199,MEASURE
Q1990,PERIOD
Q1991,PERSON
Q1991217,INSTALLATION
Q1991991,ORGANISATION
Q1992,INSTALLATION
Q199208,ORGANISATION
Q1993,PERSON
Q199315,CONCEPT
Q19936358,PERSON_TYPE
Q19939,ANIMAL
Q1994,PERIOD
Q1994215,ORGANISATION
Q1994374,CONCEPT
Q1995,PERIOD
Q1996,PERIOD
Q19969073,TITLE
Q1997,SUBSTANCE
Q19973,CREATION
Q19974,CREATION
Q19976,CREATION
Q19977,CREATION
Q199772,AWARD
Q19978,CREATION
Q19979,CREATION
Q19979612,CREATION
Q1998,PERIOD
Q19980,CREATION
Q19981,CREATION
Q19982,CREATION
Q19983,CREATION
Q19984,CREATION
Q19985,CREATION
Q19987,CREATION
Q19988,CREATION
Q1998864,PERSON_TYPE
Q19989,CREATION
Q1999,PERIOD
Q19990,CREATION
Q19991,CREATION
Q19992,CREATION
Q19993,CREATION
Q1999325,TITLE
Q19994,CREATION
Q1999471,TITLE
Q19995,CREATION
Q19996,CREATION
Q19997649,ORGANISATION
Q19998,CREATION
Q2,LOCATION
Q20,LOCATION
Q200,MEASURE
Q20000,CREATION
Q20001,CREATION
Q20002,CREATION
Q200028,LOCATION
Q20003,CREATION
Q20004,CREATION
Q20005,CREATION
Q2000749,LOCATION
Q2000849,PERIOD
Q2001,PERSON
Q200130,LOCATION
Q20015323,ORGANISATION
Q20015676,ORGANISATION
Q200165,ORGANISATION
Q2001693,LOCATION
Q2002,PERIOD
Q20020135,EVENT
Q20021125,MEASURE
Q200285,ORGANISATION
Q2003,LOCATION
Q200321,SPORT_TEAM
Q2003949,EVENT
Q2004,PERIOD
Q20041096,PERSON_TYPE
Q2005,ARTIFACT
Q2005090,EVENT
Q2005282,BUSINESS
Q2005514,SPORT_TEAM
Q200569,PERSON_TYPE
Q2005867,EVENT
Q200598,ORGANISATION
Q2006,PERSON
Q200633,ARTIFACT
Q2006558,CONCEPT
Q20066178,MEASURE
Q200688,SPORT_TEAM
Q200697,LOCATION
Q2007,LOCATION
Q2007449,ORGANISATION
Q2008,INSTALLATION
Q2009,LOCATION
Q200901,ORGANISATION
Q2009536,ORGANISATION
Q2009946,ORGANISATION
Q201,MEASURE
Q2010,PERSON
Q201028,PERSON_TYPE
Q20108056,ORGANISATION
Q20108073,ORGANISATION
Q2011,INSTALLATION
Q201190,PERSON_TYPE
Q201196,PERIOD
Q20124,CREATION
Q201275,MEDIA
Q201296,ORGANISATION
Q2013016,LOCATION
Q201353,BUSINESS
Q201360,SPORT_TEAM
Q201371,ORGANISATION
Q2014,PERIOD
Q2014199,ORGANISATION
Q201449,ORGANISATION
Q201469,INSTALLATION
Q2015,LOCATION
Q2015872,CREATION
Q2016,INSTALLATION
Q20165,BUSINESS
Q201653,BUSINESS
Q20165693,SPORT_TEAM
Q201705,LOCATION
Q201706,PERSON_TYPE
Q201712,CONCEPT
Q2017892,ORGANISATION
Q2018,SPORT_TEAM
Q201812,LOCATION
Q201845,MEDIA
Q2018807,ORGANISATION
Q2019,PERIOD
Q2019152,CONCEPT
Q20198851,TITLE
Q202,MEASURE
Q20202017,MEASURE
Q202026,AWARD
Q20204943,TITLE
Q202051,AWARD
Q202074,ARTIFACT
Q2021,PERIOD
Q2021080,ORGANISATION
Q2021987,CONCEPT
Q2022,PERSON
Q202214,AWARD
Q202282,PERIOD
Q2023,LOCATION
Q2023375,ORGANISATION
Q2023537,MEDIA
Q2023990,PERSON_TYPE
Q2024,PERIOD
Q202471,TITLE
Q2024895,BUSINESS
Q2025,SUBSTANCE
Q2025256,LOCATION
Q2025998,LOCATION
Q202622,ORGANISATION
Q202638,ORGANISATION
Q202646,MEDIA
Q202760,LOCATION
Q2027693,TITLE
Q2028,LOCATION
Q202902,INSTALLATION
Q202979,PERSON
Q203,MEASURE
Q2030,LOCATION
Q203000,LOCATION
Q2030397,CONCEPT
Q203078,MEDIA
Q203092,SPORT_TEAM
Q2031,PERSON
Q2032,LOCATION
Q203211,AWARD
Q203220,MEDIA
Q2033167,MEDIA
Q2034,PERIOD
Q2034005,PERIOD
Q203410,MEDIA
Q2034406,ARTIFACT
Q203453,MEDIA
Q203491,ORGANISATION
Q2035,PERIOD
Q2035264,PERSON_TYPE
Q2036942,PERSON
Q2037,SPORT_TEAM
Q2037488,PERIOD
Q203793,PERSON
Q2038168,MEDIA
Q2038434,MEDIA
Q2039,PERSON
Q2039066,LOCATION
Q203934,ORGANISATION
Q203995,LOCATION
Q204,MEASURE
Q2040,PERSON
Q204068,PERSON
Q204071,ARTIFACT
Q2041508,PERSON_TYPE
Q2041933,SPORT_TEAM
Q2042,PERSON
Q204237,SPORT_TEAM
Q2042646,ORGANISATION
Q2043,PERIOD
Q2043056,ORGANISATION
Q204344,ORGANISATION
Q2044,LOCATION
Q204499,AWARD
Q2045,PERIOD
Q204584,ORGANISATION
Q2046,PERIOD
Q2046609,PERSON
Q204675,SPORT_TEAM
Q2047,PERIOD
Q204716,ORGANISATION
Q2047485,ORGANISATION
Q204769,ARTIFACT
Q2048,PERIOD
Q204853,INSTALLATION
Q204886,CONCEPT
Q2049,PERIOD
Q2049221,CONCEPT
Q2050,INSTALLATION
Q205047,LOCATION
Q2051,LOCATION
Q2051584,INSTALLATION
Q2052,SPORT_TEAM
Q205283,ORGANISATION
Q205296,ORGANISATION
